ref_name,building_i,res_sqft,gid,stories,address,gqcap,median_hgt,parcel_id,source,zipcode,nonres_sqf,housing_un,demolished,year_built,SHAPE__Len,build_type,apn,SHAPE__Are,city_id
,8424158,0,1216192,6.000000000000000,815 BATES ST,0,86,8002700,SANBORN,48226,22610,0,,1925,264.751375357626898,23,01003958-61,3275.419623136121118,508
,8900024,0,1216194,1.000000000000000,2647-2661 MICHIGAN AVE,0,16,8048361,SANBORN,48216,4035,0,,1927,252.775274948960373,21,"10000246.",3964.572532556523583,515
,8900108,0,1216196,2.000000000000000,1494 GRATIOT AVE,0,24,8022284,SANBORN,48207,2918,0,,1918,150.048708517184195,21,"07000771.",1250.840496930993822,531
,8900175,0,1216197,5.000000000000000,1301 FRANKLIN ST,0,12,8017265,SANBORN,48207,40000,0,,1920,371.948171663753271,31,05000034-41,8000.137009563949505,538
,8901122,0,1216201,1.000000000000000,11057 GRATIOT AVE,0,24,8227425,SANBORN,48213,2400,0,,1925,192.074608087434029,21,"21028869.",2128.181022601628683,514
,8900278,0,1216202,1.000000000000000,1401 ABBOTT ST,0,22,8019128,SANBORN,48216,70600,0,,1966,1294.339269970887472,33,06000108-15,70563.918722627378884,508
,8900338,0,1216203,4.000000000000000,1260 LIBRARY ST,0,86,8002712,SANBORN,48226,19869,0,,1970,292.527341817888498,23,"01004001.",4680.633748906387154,508
,8900352,0,1216204,8.000000000000000,1308 BROADWAY ST,0,41,8002714,SANBORN,48226,35452,0,,1980,253.086477214363413,23,"01004003.",3975.140303481995943,508
,8900355,0,1216205,3.000000000000000,1326 BROADWAY ST,0,41,8002717,SANBORN,48226,5563,0,,1900,262.082005636128144,21,"01004006.",2211.196946300142827,508
DETROIT MEDICAL CENTER,8900535,0,1216207,10.000000000000000,4160 JOHN R ST,0,72,8002656,SANBORN,48201,202561,0,,1982,612.590802752081004,51,01003877-83,22866.317898370169132,532
,8900615,0,1216210,1.000000000000000,2401 4TH ST,0,27,8017246,SANBORN,48201,4319,0,,1998,274.809360303676613,41,04004066-74,4152.760900181522629,532
,8900779,0,1216214,1.000000000000000,12900 GRATIOT AVE,0,14,8227362,SANBORN,48205,1611,0,,1932,196.435067883773655,21,21028691.004L,1757.680223704197488,506
,8900782,0,1216215,1.000000000000000,13104 GRATIOT AVE,0,15,8227357,SANBORN,48205,3678,0,,1950,282.560254314936685,21,"21028682.",3711.477628826785349,506
,8900801,0,1216217,1.000000000000000,14156 GRATIOT AVE,0,15,8227299,SANBORN,48205,1870,0,,1950,223.594813546487075,21,"21028582.",1790.017620844269459,506
,8900947,0,1216220,1.000000000000000,14689 GRATIOT AVE,0,14,8227598,SANBORN,48205,1658,0,,1926,174.371110139304562,21,"21029141.001",1570.870591209932400,537
,8900948,0,1216221,1.000000000000000,14695 GRATIOT AVE,0,14,8227599,SANBORN,48205,2446,0,,1926,207.396556546761417,21,21029141.002L,2374.892705556244437,537
,8901049,0,1216224,1.000000000000000,13903 HARPER AVE,0,14,8205520,SANBORN,48213,7576,0,,1945,360.573610424794879,13,21004333-5,7646.745934793952983,514
,8901061,0,1216225,1.000000000000000,11811 HARPER AVE,0,13,8205455,SANBORN,48213,4000,0,,1927,260.586213837503806,21,"21004160.",4011.876467282448175,514
,8901116,0,1216228,1.000000000000000,12219 GRATIOT AVE,0,21,8227450,SANBORN,48205,800,0,,1925,115.592208009984034,21,"21028933.",755.664378474590308,514
,8901121,0,1216229,1.000000000000000,11065 GRATIOT AVE,0,24,8227426,SANBORN,48213,2200,0,,1925,205.769092535938199,65,"21028870.",1616.933284691222070,514
,8901297,0,1216232,2.000000000000000,1011 E FERRY ST,0,25,8017435,SANBORN,48211,13953,0,,1963,504.915003933567959,31,05002251-389,12332.150158703094348,551
,8902285,0,1216262,2.000000000000000,11330 WOODWARD AVE,0,24,8003544,SANBORN,48202,4400,0,,1919,291.205896460058455,21,"01004368.",4264.270336686507108,536
,8902490,1770,1216265,2.000000000000000,5610-5614 W FORT ST,0,24,8110344,SANBORN,48209,1770,2,,1928,177.157858437709820,21,"16000332.",1739.454504610398317,553
,8902499,0,1216266,4.000000000000000,9300 W JEFFERSON AVE,0,70,8386835,SANBORN,48209,27400,0,,0,335.464136860334236,41,"20000089.",6843.068951941723753,553
,8902671,0,1216267,1.000000000000000,13619 W 7 MILE RD,0,15,8279805,SANBORN,48235,1000,0,,1949,136.495000479565334,21,"22015982.",915.462387667830967,502
,8902819,0,1216272,1.000000000000000,17184 WYOMING ST,0,13,8141571,SANBORN,48221,1400,0,,1951,183.230562735672379,23,"16037610.",1486.019255774622707,502
,8903020,0,1216276,1.000000000000000,13829 W 8 MILE RD,0,11,8281515,SANBORN,48235,2220,0,,1958,193.551415447290680,13,22018602.002L,2219.050331022537193,541
,8903029,0,1216277,2.000000000000000,14501 W 8 MILE RD,0,26,8281534,SANBORN,48235,19318,0,,1963,450.961896728231864,21,"22018638.",10668.562380466775721,541
,8903080,0,1216280,1.000000000000000,14022 LINWOOD ST,0,14,8054627,SANBORN,48238,2900,0,,1953,253.142934570352054,23,10007536-7,2944.460506190109754,518
,8903269,0,1216288,1.000000000000000,7027 W VERNOR HWY,0,14,8164333,SANBORN,48209,4332,0,,1937,293.187198487208832,21,18001350-2,4277.314671296009692,547
,8903421,0,1216290,1.000000000000000,19847 JAMES COUZENS FWY,0,16,8281874,SANBORN,48235,1500,0,,1950,165.676207084946469,23,22019523-31,1522.379764860224213,524
,8903557,0,1216291,1.000000000000000,18045 JAMES COUZENS FWY,0,13,8281943,SANBORN,48235,1000,0,,1946,133.739492411303871,23,22019735-6,1072.835922376705867,524
,8903567,0,1216292,1.000000000000000,18401 JAMES COUZENS FWY,0,13,8281929,SANBORN,48235,1268,0,,1953,210.117471188132185,23,"22019700.",2508.837202420932499,524
,8903575,0,1216293,1.000000000000000,15001 W 7 MILE RD,0,17,8279835,SANBORN,48235,3610,0,,1955,252.278310037529508,21,22016105-6,3634.274985457956973,524
,8903579,0,1216295,1.000000000000000,15301 W 7 MILE RD,0,14,8279852,SANBORN,48235,2882,0,,1955,227.391080979789706,21,22016143-4,2910.818684350909734,524
,8903680,2200,1216297,2.000000000000000,9599-9601 GRAND RIVER AVE,0,24,8114182,SANBORN,48204,2200,2,,1924,191.511307155078157,21,"16004929.",2220.856668630004151,554
,8903890,0,1216304,1.000000000000000,16887 SCHAEFER HWY,0,12,8291719,SANBORN,48235,1600,0,,1956,194.751541684267607,21,"22030640.",1449.534346454109482,525
,8904455,0,1216312,1.000000000000000,18715 GRAND RIVER AVE,0,12,8274715,SANBORN,48223,914,0,,1953,131.405360777529211,21,"22007243.",895.608866297593750,545
,8904708,0,1216319,2.000000000000000,16547 GRAND RIVER AVE,0,17,8274671,SANBORN,48227,4500,0,,1928,236.285544943349379,21,"22007167.",2227.567866670455714,509
,8904715,0,1216320,1.000000000000000,17435 GRAND RIVER AVE,0,18,8384743,SANBORN,48227,15500,0,,1955,514.024451395922824,14,22007192-3,15456.880785332750747,509
,8906172,0,1216335,1.000000000000000,11844 GRAND RIVER AVE,0,14,8114268,SANBORN,48204,2881,0,,1946,246.822080271517308,21,16005082-3,2804.512234906414051,533
,8906177,0,1216336,1.000000000000000,11040-11046 GRAND RIVER AVE,0,13,8114290,SANBORN,48204,4100,0,,1925,292.343936494514196,21,"16005111.",4107.511243657903833,533
,8906260,4900,1216337,2.000000000000000,6600-6610 MICHIGAN AVE,0,13,8165318,SANBORN,48210,4900,2,,1915,314.511414759712011,21,"18002452.",4306.784947457047565,510
,8906604,0,1216345,1.000000000000000,2664 FRANKLIN ST,0,40,8382728,SANBORN,48207,5500,0,,1950,321.779643609711172,11,11000023-7,5473.804016693103222,538
,8915784,0,1216360,1.000000000000000,15025 W MCNICHOLS,0,,8277933,NEARMAP,48235,8320,0,,2016,363.107319993557212,21,22012909-20,8053.912869428168960,509
,8011294,0,1216387,1.000000000000000,225 S SCHAEFER HWY,0,10,8202432,SANBORN,48217,1151,0,,1944,152.133817955229176,21,"20018016.",1086.047901446497235,503
,8024512,0,1216388,1.000000000000000,2441 CLARK ST,0,10,8096105,SANBORN,48209,1700,0,,2001,166.068442244359744,33,14010143-9,1722.538113176920888,552
,8177372,2100,1216513,2.000000000000000,5801 CHENE ST,0,31,8032656,SANBORN,48211,2100,1,,1906,200.170272050895193,21,"09003712.",2226.040287379185884,535
,8199842,0,1216567,1.000000000000000,6464 STRONG ST,0,41,8099736,SANBORN,48211,60500,0,,1997,1407.749385574349162,31,15000846.003L,60533.431484265747713,501
,8202890,0,1216617,1.000000000000000,12337 ROSA PARKS BLVD,0,11,8028906,SANBORN,48206,4541,0,,1922,320.076059142973122,21,"08007904.",4624.409667487738261,518
,8003400,0,1216708,1.000000000000000,17501 W 8 MILE RD,0,13,8281593,SANBORN,48235,4200,0,,1960,269.542968974422308,21,22018844-6,4273.560191625591870,524
,8004018,0,1216724,1.000000000000000,20251 JAMES COUZENS FWY,0,12,8309157,SANBORN,48235,1446,0,,1973,165.985601178542566,21,"22050419.002",1611.449678126786921,524
,8009158,0,1216819,1.000000000000000,8901 W 8 MILE RD,0,12,8117481,SANBORN,48221,2580,0,,1951,210.659201677121160,23,"16009430.",2606.798512890428356,541
,8010950,0,1216848,1.000000000000000,1250 S DIX ST,0,14,8202219,SANBORN,48217,1554,0,,1972,166.272978134073810,41,"20017127.",1532.217898359407855,503
,8021256,0,1217001,1.000000000000000,7271 DIX ST,0,14,8164401,SANBORN,48209,16900,0,,1953,569.915683727528631,21,18001452-7,16569.302711838063260,547
,8022987,0,1217023,1.000000000000000,1982 W JEFFERSON AVE,0,15,8022900,SANBORN,48216,2700,0,,1910,208.968246639760878,33,"08000039.",2710.409539397203844,515
,8023383,0,1217031,1.000000000000000,1312 21ST ST,0,13,8387277,SANBORN,48216,1400,0,,0,163.595138578917926,14,"12007682.",1360.622619453572270,526
,8024103,0,1217042,1.000000000000000,5740 FEDERAL ST,0,16,8111206,SANBORN,48209,20550,0,,1935,607.077137198142964,31,"16001347.002",20665.859486029734398,552
,8026386,0,1217076,1.000000000000000,1201 W LAFAYETTE BLVD,0,21,8019112,SANBORN,48226,16817,0,,1946,548.676215301686511,33,06000034-6,15918.108571097349341,508
,8026751,0,1217084,1.000000000000000,1551 ROSA PARKS BLVD,0,19,8029086,SANBORN,48216,35645,0,,1987,938.817914793982027,33,08008258-67,36328.675467778019083,515
,8028797,0,1217124,1.000000000000000,2633 MICHIGAN AVE,0,27,8048341,SANBORN,48216,20500,0,,0,750.468350662983198,14,"10000218.",20485.176711494048504,515
,8029048,0,1217128,25.000000000000000,660 WOODWARD AVE,0,348,8002829,SANBORN,48226,822684,0,,1922,1439.171064537231587,23,"01004105.",43944.073336728273716,508
,8029394,0,1217131,2.000000000000000,5833 MICHIGAN AVE,0,24,8111487,SANBORN,48210,2294,0,,1930,143.871755454320720,23,"16001659.",1070.302265297238819,513
,8029441,0,1217132,1.000000000000000,4763-4771 MICHIGAN AVE,0,13,8111461,SANBORN,48210,2256,0,,1968,270.322353018668991,51,16001629-30,3859.394019829706394,513
,8029690,0,1217139,1.000000000000000,2035 MICHIGAN AVE,0,15,8023095,SANBORN,48216,3062,0,,1948,225.333976528828771,21,08000533-5,3052.692318787415388,515
,8029756,0,1217140,3.000000000000000,600 E WOODBRIDGE,0,49,8013596,SANBORN,48226,42025,0,,1968,545.844783460873373,21,03000008-9,12905.268264472293595,508
,8031799,0,1217164,16.000000000000000,45-91 MONROE ST | 1000-1098 WOODWARD AVE,0,245,8002830,SANBORN,48226,1088000,0,,2003,1306.033258800395743,23,01004106-9,113484.193439364302321,508
,8163058,0,1217630,1.000000000000000,1120 W BALTIMORE ST,0,19,8019576,SANBORN,48202,5000,0,,1951,284.393830781556801,23,"06001594.",5039.395709602183160,544
,8072443,0,1217838,2.000000000000000,18718-18724 GRAND RIVER AVE,0,20,8275024,SANBORN,48223,8000,0,,1955,277.093980243151123,21,22008093-6,4001.889399797896658,545
,8113903,0,1218476,1.000000000000000,16201-16207 GRAND RIVER AVE,0,13,8274653,SANBORN,48227,3007,0,,1955,310.269590966848114,21,22007134-5,3438.818657602592793,509
,8115036,0,1218496,1.000000000000000,15006 GRAND RIVER AVE,0,13,8275139,SANBORN,48227,2300,0,,1925,235.793657210988101,21,"22008312.",2314.243365502356028,509
,8116732,0,1218528,1.000000000000000,13915 GRAND RIVER AVE,0,16,8274556,SANBORN,48227,1932,0,,2007,411.235415210595193,21,22006972-3,5493.666370067115167,533
,8129084,0,1218726,1.000000000000000,2501 5TH ST,0,26,8385278,SANBORN,48201,20044,0,,2007,781.792484249270160,31,04000462-7,21923.232054247095220,532
,8130752,0,1218763,1.000000000000000,447 HENRY,0,18,8008329,SANBORN,48201,8990,0,,1925,393.162306981507356,21,"02000557.",5850.106636284453089,532
,8134349,0,1218815,2.000000000000000,2949 CASS AVE,0,26,8009920,SANBORN,48201,8750,0,,1922,332.597832086264987,21,"02002259.",5752.297743970488227,532
,8135581,0,1218838,1.000000000000000,3910 GRAND RIVER AVE,0,11,8023454,SANBORN,48208,877,0,,1958,142.891623344323932,21,"08001180.",1111.582025733495811,529
,8136675,0,1218862,1.000000000000000,2200 RIOPELLE ST,0,20,8022276,SANBORN,48207,20500,0,,1956,601.519647373159273,14,07000748-58,20495.007776763817674,531
,8137489,0,1218873,1.000000000000000,1544 GRATIOT AVE,0,13,8022282,SANBORN,48207,1900,0,,1933,205.474079901004075,21,07000767-9,1889.214591094112848,531
,8137532,0,1218875,1.000000000000000,2971 W WARREN AVE,0,14,8058366,SANBORN,48208,1848,0,,1968,202.077316879833376,21,12000635-48,2266.450346296525822,529
,8139409,0,1218901,1.000000000000000,3960 3RD ST,0,19,8016978,SANBORN,48201,7500,0,,1927,399.700491037363804,21,"04003403.",7482.314409732985951,532
,8141543,0,1218944,1.000000000000000,5100 GRAND RIVER AVE,0,19,8048606,SANBORN,48208,17485,0,,1939,617.375975527473884,31,10000595-7,17548.928566277270875,529
,8141600,0,1218952,2.000000000000000,2001 W WARREN AVE,0,21,8029009,SANBORN,48208,232800,0,,1965,4613.091360020270258,11,08008087-105,184942.232812241680222,529
,8142454,0,1218971,1.000000000000000,3461 RIVARD ST,0,16,8017905,SANBORN,48207,15800,0,,0,681.855623484616785,13,"05003709.",15799.277056541959610,535
,8142747,0,1218973,2.000000000000000,5301 TIREMAN ST,0,37,8381574,SANBORN,48204,18000,0,,0,486.124384292265688,13,"16001982.",8975.127507883487851,550
,8146242,0,1219028,1.000000000000000,5955 GRAND RIVER AVE,0,12,8062965,SANBORN,48208,2500,0,,1965,241.251999515418589,21,12006079-81,2528.849217905033129,544
,8152635,0,1219134,1.000000000000000,7350 GRAND RIVER AVE,0,20,8088804,SANBORN,48204,9579,0,,1969,392.701296830276533,21,"14001651.",9274.107015281739223,544
,8160546,0,1219261,6.000000000000000,8711 GRAND RIVER AVE,0,66,8114146,SANBORN,48204,58860,0,,1920,405.800508779011977,33,"16004876.",10260.736205402967244,544
,8160854,0,1219267,4.000000000000000,5700 CASS AVE,0,54,8008823,SANBORN,48202,135200,0,,0,361.289177118038822,23,02001041-2,6761.159729380221506,532
,8161602,0,1219285,1.000000000000000,5730 WOODWARD AVE,0,14,8003443,SANBORN,48202,4125,0,,1947,298.149897185407269,21,"01004241.",4333.803016833464426,532
,8162238,0,1219300,2.000000000000000,1420 HOLDEN ST,0,23,8019559,SANBORN,48208,27600,0,,1945,555.586990943134083,23,06001557-9,13817.295441085674611,544
,8163848,0,1219323,1.000000000000000,14261 W CHICAGO ST,0,11,8273177,SANBORN,48228,650,0,,1942,100.215929420067283,21,"22003568.",627.307287361102453,505
,8164722,0,1219341,2.000000000000000,6100 2ND AVE,0,31,8010024,SANBORN,48202,10500,0,,1900,333.296842401818878,14,"02002434.",5225.504794945353751,536
,8165919,0,1219357,1.000000000000000,7323 W CHICAGO,0,12,8114094,SANBORN,48204,2500,0,,1925,179.370700505067163,21,"16004771.",1989.017501903059383,550
,8169775,0,1219440,1.000000000000000,510 HARPER AVE,0,15,8013804,SANBORN,48202,16776,0,,1940,585.919209031044375,31,03001721-2,17806.471163268714008,536
,8175729,0,1219554,1.000000000000000,14511 PLYMOUTH RD,0,13,8273714,SANBORN,48227,1452,0,,1950,160.818996894150189,21,"22004974.",1481.447598646933329,505
,8176799,0,1219572,2.000000000000000,14400 PLYMOUTH RD,0,21,8274056,SANBORN,48227,3360,0,,1948,247.012818336734739,23,22006069-73,3453.488341285710248,505
,8176820,0,1219574,1.000000000000000,1951 MEDBURY ST,0,17,8033552,SANBORN,48211,2400,0,,1959,209.998239992933577,31,"09005137.",2420.056194608916940,535
,8176929,0,1219576,1.000000000000000,8700 14TH ST,0,11,8024372,SANBORN,48206,7200,0,,0,421.513042016132601,14,"08002364.",7224.938152185332001,544
,8177196,0,1219583,8.000000000000000,2937 E GRAND BLVD,0,103,8000909,SANBORN,48202,72237,0,,1913,362.850688246215157,33,"01001921.",7822.150611756084800,536
,8177530,0,1219589,1.000000000000000,1950 MEDBURY ST,0,35,8033552,SANBORN,48211,34900,0,,1959,1028.848279079443046,31,"09005137.",34928.917341456210124,535
,8177899,0,1219595,1.000000000000000,2676 HENDRIE ST,0,15,8056551,SANBORN,48211,5000,0,,0,403.040159704963855,13,"11001834.",5047.257527956027843,535
,8178196,1000,1219599,3.000000000000000,715 E MILWAUKEE ST,0,22,8013837,SANBORN,48202,32664,1,,1930,817.775449638352256,21,"03001784.",17855.457064429752791,536
,8180055,900,1219626,2.000000000000000,634 HORTON ST,0,27,8013874,SANBORN,48202,1500,1,,0,152.893405621921346,51,"03001828.",1196.055357930160199,536
,8181535,0,1219655,2.000000000000000,11901 GRAND RIVER AVE,0,18,8168832,SANBORN,48204,12200,0,,1924,367.585825542696455,13,18006790-3,6101.020981121823752,533
,8181923,0,1219661,2.000000000000000,1475 E MILWAUKEE ST,0,29,8022491,SANBORN,48211,1000,0,,1900,342.063129347338247,33,"07001565.",6363.297665663039879,551
,8182188,0,1219671,1.000000000000000,12031 GRAND RIVER AVE,0,15,8168834,SANBORN,48204,3450,0,,1923,276.712487129994372,11,"18006796.",3372.987030402880464,533
,8184591,0,1219714,1.000000000000000,8275 JOHN R ST,0,14,8001309,SANBORN,48202,1600,0,,1938,168.114681559109101,21,"01002391.",1617.925822879423549,536
,8185655,0,1219738,1.000000000000000,12178 GRAND RIVER AVE,0,19,8114249,SANBORN,48204,10900,0,,1969,449.540933262912745,21,16005044-50,10856.751699675274722,533
,8201294,0,1219975,1.000000000000000,7826 KLEIN ST,0,15,8076234,SANBORN,48211,5776,0,,1937,320.700007529872551,13,"13011111.",5927.654047111913314,501
,8203057,0,1219997,1.000000000000000,8400 MOUNT ELLIOTT ST,0,15,8109940,SANBORN,48211,2877,0,,1950,260.760307405281822,21,15014177-8,3064.114498406080202,501
,8204589,0,1220019,1.000000000000000,12721 WOODROW WILSON ST,0,14,8022158,SANBORN,48238,2800,0,,1925,216.006475186301600,65,"06006324.",2699.033623442247062,518
,8205124,0,1220027,1.000000000000000,7200 E JEFFERSON AVE,0,12,8098862,SANBORN,48207,7400,0,,1949,448.498228430289316,61,"15000001.",7368.162182098670201,555
,8205210,0,1220029,2.000000000000000,3100 GUOIN 2,0,23,8068139,SANBORN,48207,19200,0,,1937,450.645983253982251,23,13000001.003L,9575.646325297859221,538
,8205262,0,1220030,1.000000000000000,2629 E JEFFERSON AVE,0,13,8055650,SANBORN,48207,4871,0,,1990,397.291377655520250,23,11000093-5,6334.917443820998415,531
,8205308,0,1220031,1.000000000000000,3234 E JEFFERSON AVE,0,17,8387061,SANBORN,48207,11200,0,,0,433.849766903330647,21,13000125-8,11225.853463837136587,538
,8205655,0,1220035,1.000000000000000,6445 E JEFFERSON AVE,0,16,8098887,SANBORN,48207,9124,0,,1915,476.744439913964072,31,"15000033.",8839.962581633497393,507
,8205981,0,1220044,1.000000000000000,2629 E VERNOR HWY,0,14,8055858,SANBORN,48207,2275,0,,1973,202.998276225860820,65,11001024-6,2315.177348340807839,531
,8206668,0,1220058,1.000000000000000,3449 E VERNOR HWY,0,15,8068871,SANBORN,48207,4500,0,,1928,270.723022326179716,31,"13000795.",4506.832095053078774,531
,8207841,0,1220086,1.000000000000000,100 LENOX,0,10,8386107,SANBORN,48215,8300,0,,0,451.535375642596080,61,21000110-6,8325.866049270292933,519
,8208392,0,1220096,1.000000000000000,21 ST JEAN,0,14,8240044,SANBORN,48214,7049,0,,1955,511.303651093085591,21,"21043738.",7102.341892202881354,519
,8214920,0,1220231,1.000000000000000,1265 TERMINAL ST,0,18,8384987,SANBORN,48214,13600,0,,0,707.093342876310999,31,21045442-7,13590.742205529550120,519
,8215747,0,1220248,1.000000000000000,4651 BELLEVUE | 6509 GRATIOT AVE,0,18,8099363,SANBORN,48207,136200,0,,1956,2035.835146762212617,31,15000371-4,136236.361380370333791,530
,8223943,0,1220376,2.000000000000000,8725 GRATIOT AVE,0,24,8180578,SANBORN,48213,3744,0,,1918,205.942346590162629,21,"19001688.",1994.655273713325414,530
,8225777,0,1220405,1.000000000000000,3975 CONNER ST,0,11,8203595,SANBORN,48215,3344,0,,2001,263.740147010395845,65,"21001114.001",3473.608564585184922,548
,8227673,0,1220436,1.000000000000000,8929 GRATIOT AVE,0,15,8180589,SANBORN,48213,1633,0,,1923,221.526808597442965,21,"19001700.",1639.558802112395824,530
,8233373,0,1220524,1.000000000000000,10061 GRATIOT AVE,0,12,8180627,SANBORN,48213,1158,0,,1938,158.265918747448922,21,"19001747.",1156.926914555217991,501
,8258421,0,1220918,1.000000000000000,18201 SCHAEFER HWY,0,17,8291671,SANBORN,48235,8200,0,,1953,370.781840102568651,23,22030550-3,8160.531327123418123,524
,8262855,0,1221011,1.000000000000000,14906 WYOMING ST,0,14,8141488,SANBORN,48238,3600,0,,1933,245.240962628988370,21,"16037431.",3756.479190777825806,525
DETROIT PUBLIC SCHOOLS,8270849,0,1221184,2.000000000000000,3901 MARGARETA ST,0,20,8011570,SANBORN,48221,239123,0,,0,3181.339903902497099,11,"02004021.",119581.232462791318540,540
,8286962,0,1221481,1.000000000000000,201 W 8 MILE RD,0,13,8035421,SANBORN,48203,1349,0,,1986,252.990283161909701,21,09008311-15,3408.814241869803027,539
,8288189,0,1221501,3.000000000000000,18850 WOODWARD AVE,0,23,8007977,SANBORN,48203,11967,0,,1963,286.101507827832620,63,01009792-3,4394.579949859552471,549
,8300974,0,1221728,1.000000000000000,3600 E 8 MILE RD,0,16,8075056,SANBORN,48234,4968,0,,1953,285.734831377660043,21,13009171-6,4509.965909188762453,542
,8305029,0,1221793,1.000000000000000,3500 E 8 MILE RD,0,14,8075057,SANBORN,48234,11882,0,,1953,502.373627160668377,21,13009177-87,12369.927879485969243,542
,8320258,0,1222047,2.000000000000000,17370 MEYERS RD,0,21,8384639,SANBORN,48235,13800,0,,1950,346.187448235694831,11,"16046187.002",6905.438085233809034,502
,8321464,0,1222068,1.000000000000000,12703 W 7 MILE RD,0,15,8279765,SANBORN,48235,2568,0,,1961,214.063887899418802,51,22015893-5,2697.212184552841336,502
,8321476,0,1222069,1.000000000000000,10301 W 7 MILE RD,0,15,8116863,SANBORN,48221,18798,0,,1973,621.286976779434212,61,16008551-3,18347.960326109889138,502
DETROIT PUBLIC SCHOOLS,8325990,0,1222132,2.000000000000000,13130 GROVE ST,0,10,8286778,SANBORN,48235,47314,0,,0,1249.434317820180013,11,"22025094.",37937.121197433363704,525
,8329427,0,1222181,2.000000000000000,6400 E 8 MILE RD,0,36,8102820,SANBORN,48234,179919,0,,1938,2861.539439459142613,31,"15005122.001",205842.748517002240987,523
,8348775,0,1222473,1.000000000000000,12210 E 8 MILE RD,0,11,8227226,SANBORN,48205,3535,0,,1980,372.011400515801938,65,"21028412.004",4790.172904998588820,537
,8351768,0,1222515,1.000000000000000,20595 HOOVER ST,0,15,8160847,SANBORN,48205,1200,0,,1975,157.321509127196123,31,"17013845.001",1158.397868465875717,537
,8354430,0,1222570,1.000000000000000,12841 GRATIOT AVE,0,13,8227483,SANBORN,48205,8721,0,,1943,388.015526086526165,21,21028972-3,8563.280098907420324,514
,8374611,0,1222860,1.000000000000000,13746 GRATIOT AVE,0,10,8227327,SANBORN,48205,540,0,,1951,138.104324634674214,23,"21028632.",1007.847613005990070,506
,8128106,0,1223065,5.000000000000000,426 CLINTON,0,65,8000064,SANBORN,48226,69744,0,,1916,444.616480182712110,23,"01000217.",12327.622877787422112,508
,8410422,0,1223381,1.000000000000000,11201 CONNER ST,0,11,8162943,SANBORN,48234,1700,0,,1942,178.024803723320673,41,17016374-5,1721.618391820117040,501
,8410579,0,1223385,1.000000000000000,14933 HARPER AVE,0,13,8205560,SANBORN,48224,795,0,,1952,118.404493684215282,23,"21004411.",777.290757492973285,517
,8416439,0,1223494,2.000000000000000,6406-6414 MICHIGAN AVE,0,23,8165327,SANBORN,48210,21200,0,,1900,437.077687642763692,21,"18002460.",10606.702966070863113,510
,8423909,0,1223617,1.000000000000000,9113 PEASE ST,0,15,8108908,SANBORN,48211,4313,0,,1956,277.779201726024780,31,15012723-5,4352.680517020756270,501
,8424156,0,1223622,1.000000000000000,118 MONROE ST,0,68,8000041,SANBORN,48226,6040,0,,1911,329.596562099429946,65,"01000166.",6474.076962443854427,508
,8900006,0,1223624,1.000000000000000,3437 BAGLEY ST,0,26,8058090,SANBORN,48216,3924,0,,1900,205.289555525888147,21,"12000204.",2305.994578433601419,526
,8900094,0,1223625,1.000000000000000,2260 GRATIOT AVE,0,14,8031390,SANBORN,48207,2080,0,,1927,184.990077957196462,21,"09001278.",2115.048388997819529,531
,8900100,0,1223627,1.000000000000000,1420 GRATIOT AVE,0,24,8385462,SANBORN,48207,1011,0,,1927,142.950225947138762,21,07000780-1,1026.295610025247925,531
,8900195,0,1223628,2.000000000000000,211 JOSEPH CAMPAU,0,24,8057209,SANBORN,48207,6600,0,,1880,263.963919399551628,23,"11002861.",3282.175500607945651,538
,8900331,0,1223631,6.000000000000000,1500 WOODWARD AVE,0,70,8002901,SANBORN,48226,22520,0,,1891,276.517175676158672,23,"01004129.",3777.857572421742134,508
,8900379,0,1223632,2.000000000000000,942 E JEFFERSON AVE,0,21,8381352,SANBORN,48207,14300,0,,1864,424.200754935078464,13,05000064-6,7213.623423948236450,508
,8900505,0,1223634,2.000000000000000,18932 WOODWARD AVE,0,23,8007981,SANBORN,48203,2219,0,,1953,205.717026356915454,21,"01009798.",2279.045123819414130,549
WAYNE STATE UNIVERSITY,8900520,0,1223635,3.000000000000000,471 W PALMER ST,0,41,8009858,SANBORN,48202,58968,0,,1966,928.268141096426234,11,02002175-98,27389.936276843040105,532
,8900588,0,1223637,1.000000000000000,46 SELDEN,0,14,8008528,SANBORN,48201,3600,0,,1950,317.674507295296792,21,"02000827.",3757.810401091288441,532
,8900632,0,1223638,1.000000000000000,8219 GRATIOT AVE,0,22,8149887,SANBORN,48213,2400,0,,1919,226.617363322805147,21,"17000704.",2748.906074709718723,530
,8900652,0,1223640,1.000000000000000,7612 GRATIOT AVE,0,14,8149860,SANBORN,48213,2000,0,,1940,209.618036563529643,21,17000652-3,1961.008802672119145,530
,8900811,0,1223643,1.000000000000000,14654 GRATIOT AVE,0,18,8227262,SANBORN,48205,1700,0,,1952,235.479324355150254,21,"21028527.",1737.222804173038867,506
,8901059,1100,1223651,2.000000000000000,11825 HARPER AVE,0,13,8205457,SANBORN,48213,1100,2,,1923,145.804087256274784,21,"21004162.",1063.988629704689856,514
,8901071,0,1223652,1.000000000000000,9488 CONNER ST,0,12,8240584,SANBORN,48213,1400,0,,1951,180.645871765294061,21,"21046241.",1445.663647497433885,514
