ref_name,building_i,res_sqft,gid,stories,address,gqcap,median_hgt,parcel_id,source,zipcode,nonres_sqf,housing_un,demolished,year_built,SHAPE__Len,build_type,apn,SHAPE__Are,city_id,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
,3203160,0,812523,1.000000000000000,"2201-2229 JOHN B AVE",0,16.000000000000000,3154529,SANBORN,48091,24920,0,,1969,657.755646577761809,33,12-13-31-376-001,25527.340718344636116,3130,42.449552,-83.079144,0.9,nearest_rooftop_match,2229,"John B Ave",,,Warren,MI,"Macomb County",48091,US,Macomb
,3203166,0,812524,1.000000000000000,"2669 JOHN B AVE",0,18.000000000000000,3154535,SANBORN,48091,14400,0,,1969,547.128465485014090,31,12-13-31-376-017,14623.373768931565792,3130,42.449686,-83.076232,1,rooftop,2669,"John B Ave",,,Warren,MI,"Macomb County",48091,US,Semcog
,3205147,0,812550,1.000000000000000,"3027 E 8 MILE RD",0,14.000000000000000,3154959,SANBORN,48091,800,0,,1950,115.860711054792461,21,12-13-31-454-009,726.118474056392529,3130,42.447312,-83.072037,1,range_interpolation,3027,"E 8 Mile Rd",,,Warren,MI,"Macomb County",48091,US,"TIGER/Line® dataset from the US Census Bureau"
,3217630,0,812785,1.000000000000000,"21541 GRATIOT AVE",0,12.000000000000000,3012237,SANBORN,48021,4880,0,,1972,299.930947773822652,31,02-14-31-303-021,4399.846991443982915,3035,42.456796,-82.963752,1,rooftop,21541,"Gratiot Ave",,,Eastpointe,MI,"Macomb County",48021,US,Semcog
,3219774,0,812815,1.000000000000000,"21411 GRATIOT AVE",0,13.000000000000000,3012253,SANBORN,48021,6300,0,,1941,341.123138924569275,21,02-14-31-304-016,6314.756171864773933,3035,42.455641,-82.964577,1,rooftop,21411,"Gratiot Ave",,,Eastpointe,MI,"Macomb County",48021,US,Semcog
,3222958,0,812871,1.000000000000000,"22474 SHERWOOD AVE",0,15.000000000000000,3157741,SANBORN,48091,3395,0,,1954,262.644448437943765,31,12-13-33-251-002,3397.247326836667526,3130,42.459566,-83.034595,1,rooftop,22474,"Sherwood Ave",,,Warren,MI,"Macomb County",48091,US,Semcog
,3242342,0,813196,1.000000000000000,"2250 MORRISSEY AVE",0,17.000000000000000,3152632,SANBORN,48091,16071,0,,1966,597.716762406928297,31,12-13-30-307-005,16635.989313051541103,3130,42.466839,-83.079841,1,rooftop,2250,"Morrissey Ave",,,Warren,MI,"Macomb County",48091,US,Semcog
,3265153,0,813549,1.000000000000000,"4242 10 MILE RD",0,16.000000000000000,3150513,SANBORN,48091,26500,0,,1968,694.323577890161459,21,12-13-29-101-004,27340.944763002371474,3130,42.4762,-83.063059,1,rooftop,4242,"10 Mile Rd",,,Warren,MI,"Macomb County",48091,US,Macomb
,3267262,0,813583,1.000000000000000,"1949 10 MILE RD",0,17.000000000000000,3140039,SANBORN,48091,5006,0,,1969,288.516323377486287,31,12-13-19-353-004,4842.558091209932172,3130,42.476964,-83.083637,1,rooftop,1949,"10 Mile Rd",,,Warren,MI,"Macomb County",48091,US,Macomb
,3269965,0,813626,1.000000000000000,"2941 10 MILE RD",0,21.000000000000000,3140187,SANBORN,48091,51600,0,,1953,1470.032748534644270,31,12-13-19-451-004,49579.363338271818066,3130,42.477477,-83.07404,1,rooftop,2941,"10 Mile Rd",,,Warren,MI,"Macomb County",48091,US,Macomb
,3271783,0,813646,1.000000000000000,"6775 E 10 MILE RD",0,10.000000000000000,3000421,SANBORN,48015,6800,0,,1996,402.812359657656827,33,01-13-21-453-035,6766.626844396049819,3020,42.478401,-83.035877,1,rooftop,6775,"E 10 Mile Rd",,,"Center Line",MI,"Macomb County",48015,US,Semcog
,3333188,0,814761,1.000000000000000,"29060 GROESBECK HWY",0,20.000000000000000,3037518,SANBORN,48066,2564,0,,1945,272.114210605837116,31,08-14-07-452-013,3155.910173445347027,3105,42.509863,-82.956722,1,rooftop,29060,"Groesbeck Hwy",,,Roseville,MI,"Macomb County",48066,US,Semcog
,3350489,0,815040,1.000000000000000,"16671 COMMON RD",0,20.000000000000000,3037378,SANBORN,48066,15000,0,,1993,571.103845795995426,31,08-14-07-277-031,15148.047646018903833,3105,42.517375,-82.950121,1,rooftop,16671,"Common Rd",,,Roseville,MI,"Macomb County",48066,US,Macomb
,3372347,0,815391,1.000000000000000,"17755 MASONIC",0,24.000000000000000,3019520,SANBORN,48026,53734,0,,1980,988.486758051082006,31,03-14-05-251-010,53712.362044611239980,3040,42.532409,-82.937764,1,rooftop,17755,Masonic,,,Fraser,MI,"Macomb County",48026,US,Semcog
,3372357,0,815392,1.000000000000000,"32100 GROESBECK HWY",0,23.000000000000000,3019523,SANBORN,48026,83641,0,,1997,1316.466282373526610,31,03-14-05-251-013,83836.314300210200599,3040,42.533244,-82.938454,1,rooftop,32100,"Groesbeck Hwy",,,Fraser,MI,"Macomb County",48026,US,Semcog
,3399159,0,815866,1.000000000000000,"34834 VAN DYKE AVE",0,17.000000000000000,3110992,SANBORN,48312,3835,0,,2001,283.693798360225912,65,10-10-34-101-122,4344.656117819180508,3115,42.550127,-83.028334,1,rooftop,34834,"Van Dyke Ave",,,"Sterling Heights",MI,"Macomb County",48312,US,Semcog
,3400634,0,815889,1.000000000000000,"34770 GROESBECK HWY",0,13.000000000000000,3201377,SANBORN,48035,4964,0,,1973,325.786391502317315,65,16-11-33-154-004,5713.705516740894382,3030,42.550436,-82.92588,1,rooftop,34770,"Groesbeck Hwy",,,"Clinton Township",MI,"Macomb County",48035,US,Semcog
,3402973,0,815936,1.000000000000000,"35360 BEATTIE DR",0,20.000000000000000,3105385,SANBORN,48312,7600,0,,1983,379.545224099508175,31,10-10-28-379-021,7624.607542498070870,3115,42.553544,-83.039515,1,rooftop,35360,"Beattie Dr",,,"Sterling Heights",MI,"Macomb County",48312,US,Macomb
,3410320,0,816066,1.000000000000000,"6570 COBB DR",0,20.000000000000000,3105310,SANBORN,48312,7800,0,,1985,402.840111288323840,31,10-10-28-327-002,7681.138784586596557,3115,42.55669,-83.041861,1,rooftop,6570,"Cobb Dr",,,"Sterling Heights",MI,"Macomb County",48312,US,Macomb
,3419125,0,816289,1.000000000000000,"36200 GROESBECK HWY",0,11.000000000000000,3198592,SANBORN,48035,6693,0,,1967,406.775142759708103,21,16-11-28-276-010,7763.127896622112530,3030,42.563876,-82.915616,1,rooftop,36200,"Groesbeck Hwy",,,"Clinton Township",MI,"Macomb County",48035,US,Semcog
,3900913,0,816427,1.000000000000000,"23420 GRATIOT AVE",0,15.000000000000000,3010295,SANBORN,48021,3275,0,,1928,195.844270555741275,21,02-14-30-407-005,1837.030396852460399,3035,42.469919,-82.953933,1,rooftop,23420,"Gratiot Ave",,,Eastpointe,MI,"Macomb County",48021,US,Semcog
,3929251,0,816723,2.000000000000000,"35100 VAN DYKE AVE",0,,3330466,NEARMAP,48312,45986,0,,2019,710.796520137802759,23,10-10-27-300-055,22541.875201016027859,3115,42.551499,-83.028693,1,range_interpolation,35100,"Van Dyke Ave",,,"Sterling Heights",MI,"Macomb County",48312,US,"TIGER/Line® dataset from the US Census Bureau"
,3929397,0,816727,1.000000000000000,"11955 E 9 MILE RD",0,,3147680,NEARMAP,48089,463503,0,,2020,3222.113581088404771,31,12-13-26-353-013,463503.682553767866921,3130,42.463711,-83.001691,1,range_interpolation,11955,"E 9 Mile Rd",,,Warren,MI,"Macomb County",48089,US,"TIGER/Line® dataset from the US Census Bureau"
,3395191,0,816927,1.000000000000000,"34315 MOUND RD",0,17.000000000000000,3110170,SANBORN,48310,1372,0,,1992,169.843540384171035,21,10-10-32-276-041,1644.848276439608526,3115,42.545876,-83.049108,1,rooftop,34315,"Mound Rd",,,"Sterling Heights",MI,"Macomb County",48310,US,Macomb
,3396377,0,816952,1.000000000000000,"5971 PRODUCT DR",0,16.000000000000000,3110863,SANBORN,48312,20400,0,,1966,728.350516933015570,31,10-10-33-101-007,20576.577821350088925,3115,42.549077,-83.046612,1,rooftop,5971,"Product Dr",,,"Sterling Heights",MI,"Macomb County",48312,US,Macomb
,3356516,0,817209,1.000000000000000,"16500 E 13 MILE RD",0,16.000000000000000,3037211,SANBORN,48066,11300,0,,1970,564.483659314349211,31,08-14-07-226-010,10931.013300748823895,3105,42.52379,-82.955438,1,range_interpolation,16500,"E 13 Mile Rd",,,Roseville,MI,"Macomb County",48066,US,"TIGER/Line® dataset from the US Census Bureau"
,3095952,0,819078,2.000000000000000,"38111 VAN DYKE AVE",0,26.000000000000000,3098718,SANBORN,48312,5376898,0,,1954,14114.824829803110333,31,10-10-21-400-012,2688449.714022329077125,3115,42.569201,-83.037706,1,rooftop,38111,"Van Dyke Ave",,,"Sterling Heights",MI,"Macomb County",48312,US,Semcog
,3203158,0,821103,1.000000000000000,"20750 HOOVER RD",0,21.000000000000000,3161616,SANBORN,48089,45200,0,,1951,1189.476931599812360,33,12-13-34-486-001,45758.720995513169328,3130,42.450098,-83.005734,1,rooftop,20750,"Hoover Rd",,,Warren,MI,"Macomb County",48089,US,Semcog
,3203165,0,821104,1.000000000000000,"2565 JOHN B AVE",0,20.000000000000000,3154539,SANBORN,48091,12273,0,,1968,545.453627100882500,31,12-13-31-376-021,12664.344452183695466,3130,42.449646,-83.076928,1,rooftop,2565,"John B Ave",,,Warren,MI,"Macomb County",48091,US,Semcog
,3257974,0,822003,1.000000000000000,"24660 DEQUINDRE RD",0,34.000000000000000,3152124,SANBORN,48091,153802,0,,1998,1629.761967000280720,41,12-13-30-101-028,154205.416465812100796,3130,42.473294,-83.081857,1,rooftop,24660,"Dequindre Rd",,,Warren,MI,"Macomb County",48091,US,Semcog
,3274817,0,822280,1.000000000000000,"25295 GUENTHER",0,35.000000000000000,3140012,SANBORN,48091,211750,0,,1997,2246.329986403544353,33,12-13-19-326-026,249033.662981265195413,3130,42.479701,-83.078961,1,rooftop,25295,Guenther,,,Warren,MI,"Macomb County",48091,US,Semcog
,3356783,0,823760,1.000000000000000,"31000 GROESBECK HWY",0,13.000000000000000,3019900,SANBORN,48026,2001,0,,1970,232.770484138416748,21,03-14-05-354-002,2546.381045496465958,3040,42.524372,-82.945827,1,rooftop,31000,"Groesbeck Hwy",,,Fraser,MI,"Macomb County",48026,US,Semcog
,3362982,0,823875,1.000000000000000,"31505 GROESBECK HWY",0,10.000000000000000,3019886,SANBORN,48026,4800,0,,1988,428.372255315233417,21,03-14-05-352-014,4765.265691036590397,3040,42.527961,-82.944567,1,rooftop,31505,"Groesbeck Hwy",,,Fraser,MI,"Macomb County",48026,US,Semcog
,3373162,0,824044,1.000000000000000,"17000 MASONIC",0,19.000000000000000,3019824,SANBORN,48026,7200,0,,1971,373.386573201711940,23,03-14-05-304-009,7735.971865452411294,3040,42.531162,-82.946913,1,rooftop,17000,Masonic,,,Fraser,MI,"Macomb County",48026,US,Semcog
,3402983,0,824217,1.000000000000000,"35645 STANLEY DR",0,19.000000000000000,3105358,SANBORN,48312,18300,0,,1988,584.345895568740616,31,10-10-28-376-002,18714.428771114486153,3115,42.555025,-83.043239,1,rooftop,35645,"Stanley Dr",,,"Sterling Heights",MI,"Macomb County",48312,US,Macomb
,3403744,0,824240,1.000000000000000,"35405 BEATTIE DR",0,16.000000000000000,3105369,SANBORN,48312,5700,0,,1982,351.227859174656146,31,10-10-28-378-027,5936.325265136641065,3115,42.553811,-83.04081,1,rooftop,35405,"Beattie Dr",,,"Sterling Heights",MI,"Macomb County",48312,US,Macomb
,3405403,0,824276,1.000000000000000,"35740 STANLEY DR",0,33.000000000000000,3105314,SANBORN,48312,12600,0,,1980,491.743687313257738,31,10-10-28-327-006,12386.591805607224160,3115,42.556186,-83.041993,1,rooftop,35740,"Stanley Dr",,,"Sterling Heights",MI,"Macomb County",48312,US,Macomb
,3414102,0,824448,2.000000000000000,"6417 CENTER DR",0,29.000000000000000,3105248,SANBORN,48312,69300,0,,1997,998.360665665394890,31,10-10-28-100-037,59792.011928888437978,3115,42.561087,-83.044561,1,rooftop,6417,"Center Dr",,,"Sterling Heights",MI,"Macomb County",48312,US,Macomb
,3901445,0,824694,1.000000000000000,"22766 DEQUINDRE RD",0,11.000000000000000,3153485,SANBORN,48091,2064,0,,0,186.404694186512444,31,12-13-31-103-001,2107.863187254152308,3130,42.46011,-83.083541,1,rooftop,22766,"Dequindre Rd",,,Warren,MI,"Macomb County",48091,US,Semcog
,3382737,0,825086,1.000000000000000,"32968 GROESBECK HWY",0,10.000000000000000,3019385,SANBORN,48026,4700,0,,2003,429.587944652724559,33,03-14-05-203-010,4690.043835164059601,3040,42.536001,-82.934982,1,rooftop,32968,"Groesbeck Hwy",,,Fraser,MI,"Macomb County",48026,US,Semcog
,3205013,0,829167,1.000000000000000,"11177 8 MILE RD",0,23.000000000000000,3161303,SANBORN,48089,180800,0,,1939,2030.639620977529603,33,12-13-34-401-006,134634.242074694222538,3130,42.451083,-83.013898,1,rooftop,11177,"8 Mile Rd",,,Warren,MI,"Macomb County",48089,US,Macomb
,3208292,0,829221,1.000000000000000,"21011 GRATIOT AVE",0,14.000000000000000,3003883,SANBORN,48021,3526,0,,1950,250.034678444945172,21,02-13-36-476-057,3477.983052599785879,3035,42.452345,-82.966712,1,rooftop,21011,"Gratiot Ave",,,Eastpointe,MI,"Macomb County",48021,US,Semcog
,3217609,0,829378,1.000000000000000,"21035-21555 SHERWOOD AVE",0,43.000000000000000,3157317,SANBORN,48091,677600,0,,1950,4829.368055060396728,33,12-13-33-100-005,677605.892064511543140,3130,42.455303,-83.035901,0.9,nearest_rooftop_match,21035,"Sherwood Ave",,,Warren,MI,"Macomb County",48091,US,Semcog
,3291392,0,830684,1.000000000000000,"7350 BERNICE",0,13.000000000000000,3000150,SANBORN,48015,1392,0,,1965,191.200051602089502,23,01-13-21-276-004,2165.923606374990413,3020,42.487972,-83.029707,1,rooftop,7350,Bernice,,,"Center Line",MI,"Macomb County",48015,US,Semcog
,3348145,0,831664,1.000000000000000,"16174 COMMON RD",0,19.000000000000000,3037454,SANBORN,48066,37500,0,,1965,1070.182753480363317,31,08-14-07-401-004,37501.663588457384321,3105,42.515865,-82.956167,1,rooftop,16174,"Common Rd",,,Roseville,MI,"Macomb County",48066,US,Macomb
,3352401,0,831745,2.000000000000000,"30731 GROESBECK HWY",0,23.000000000000000,3037217,SANBORN,48066,21800,0,,1967,420.577588393566145,31,08-14-07-227-009,10917.190947465227509,3105,42.521676,-82.950221,1,rooftop,30731,"Groesbeck Hwy",,,Roseville,MI,"Macomb County",48066,US,Semcog
,3353233,0,831758,1.000000000000000,"31200 MOUND RD",0,14.000000000000000,3121021,SANBORN,48092,13600,0,,1977,535.462400926088662,23,12-13-04-351-015,12113.050501199961218,3130,42.522445,-83.046278,1,rooftop,31200,"Mound Rd",,,Warren,MI,"Macomb County",48092,US,Semcog
,3369097,0,832046,1.000000000000000,"31807 UTICA RD",0,15.000000000000000,3019802,SANBORN,48026,3060,0,,1960,224.089349810309756,23,03-14-05-302-005,2114.830009706894543,3040,42.52984,-82.948107,1,rooftop,31807,"Utica Rd",,,Fraser,MI,"Macomb County",48026,US,Macomb
,3371979,0,832104,1.000000000000000,"17501 MASONIC",0,32.000000000000000,3019358,SANBORN,48026,26136,0,,1988,706.949692436102509,31,03-14-05-177-015,26764.412583054334391,3040,42.532274,-82.942258,1,rooftop,17501,Masonic,,,Fraser,MI,"Macomb County",48026,US,Semcog
,3376074,0,832175,1.000000000000000,"6500 14 MILE RD",0,16.000000000000000,3304454,SANBORN,48092,42600,0,,0,968.465165735579490,31,12-13-04-126-021,42630.900215052162821,3130,42.53242,-83.041024,1,rooftop,6500,"14 Mile Rd",,,Warren,MI,"Macomb County",48092,US,Macomb
,3381786,0,832297,2.000000000000000,"17930 14 MILE RD",0,24.000000000000000,3019376,SANBORN,48026,27328,0,,1986,628.741981223366793,31,03-14-05-202-020,23397.033221410194528,3040,42.538527,-82.937596,1,rooftop,17930,"14 Mile Rd",,,Fraser,MI,"Macomb County",48026,US,Macomb
,3382122,0,832304,1.000000000000000,"17850 14 MILE RD",0,21.000000000000000,3019363,SANBORN,48026,27848,0,,1973,845.861302478575794,31,03-14-05-201-003,25568.583183930259111,3040,42.538602,-82.938834,1,rooftop,17850,"14 Mile Rd",,,Fraser,MI,"Macomb County",48026,US,Macomb
,3389377,0,832452,1.000000000000000,"33210 GROESBECK HWY",0,12.000000000000000,3019091,SANBORN,48026,4448,0,,1960,287.709925328294105,65,03-11-32-476-017,4589.042549630237772,3040,42.540453,-82.933602,1,rooftop,33210,"Groesbeck Hwy",,,Fraser,MI,"Macomb County",48026,US,Semcog
,3395532,0,832576,1.000000000000000,"30980 GROESBECK HWY",0,21.000000000000000,3037686,SANBORN,48066,33800,0,,1970,988.491296978920673,31,08-14-08-102-017,32125.674313779181830,3105,42.523069,-82.945976,1,rooftop,30980,"Groesbeck Hwy",,,Roseville,MI,"Macomb County",48066,US,Semcog
,3396342,0,832593,1.000000000000000,"8617 15 MILE RD",0,11.000000000000000,3104594,SANBORN,48312,1639,0,,1965,196.570743371857276,21,10-10-27-300-009,1762.760081155578973,3115,42.551716,-83.023274,1,rooftop,8617,"15 Mile Rd",,,"Sterling Heights",MI,"Macomb County",48312,US,Macomb
,3396387,0,832595,1.000000000000000,"6050 15 MILE RD",0,32.000000000000000,3110861,SANBORN,48312,24900,0,,1970,652.840822966189990,31,10-10-33-101-002,24891.818951188248320,3115,42.550077,-83.046917,1,rooftop,6050,"15 Mile Rd",,,"Sterling Heights",MI,"Macomb County",48312,US,Macomb
,3402978,0,832733,1.000000000000000,"35430 BEATTIE DR",0,19.000000000000000,3105382,SANBORN,48312,16100,0,,1980,558.591842712728521,31,10-10-28-379-015,16319.791629638815721,3115,42.554162,-83.039543,1,rooftop,35430,"Beattie Dr",,,"Sterling Heights",MI,"Macomb County",48312,US,Macomb
,3900960,0,833179,1.000000000000000,"24850 GRATIOT AVE",0,14.000000000000000,3009173,SANBORN,48021,4716,0,,1947,274.963658542802420,21,02-14-30-230-001,3526.988521204472818,3035,42.47869,-82.948199,1,rooftop,24850,"Gratiot Ave",,,Eastpointe,MI,"Macomb County",48021,US,Semcog
,3920814,0,833352,2.000000000000000,"33340 DEQUINDRE RD",0,26.000000000000000,3317692,SANBORN,48310,13200,0,,2012,561.533973011153989,13,10-10-31-351-058,13235.569286591698983,3115,42.537609,-83.084954,1,rooftop,33340,"Dequindre Rd",,,"Sterling Heights",MI,"Macomb County",48310,US,Macomb
,3363643,0,833580,1.000000000000000,"31400 KENDALL",0,10.000000000000000,3022193,SANBORN,48026,5700,0,,1979,579.084328603111885,33,03-14-06-478-022,5720.118131764040299,3040,42.5266,-82.950015,1,rooftop,31400,Kendall,,,Fraser,MI,"Macomb County",48026,US,Semcog
,3402995,0,833588,1.000000000000000,"35800 MOUND RD",0,10.000000000000000,3105288,SANBORN,48310,13300,0,,1988,915.336390216133850,33,10-10-28-301-010,13336.748210715169989,3115,42.556412,-83.047023,1,rooftop,35800,"Mound Rd",,,"Sterling Heights",MI,"Macomb County",48310,US,Macomb
,3390254,0,833615,1.000000000000000,"6567 STERLING DR S",0,20.000000000000000,3110887,SANBORN,48312,90201,0,,1968,1205.899555805319096,33,10-10-33-152-005,90499.100627116189571,3115,42.543973,-83.044546,1,rooftop,6567,"Sterling Dr S",,,"Sterling Heights",MI,"Macomb County",48312,US,Macomb
,3206293,0,837754,1.000000000000000,"20919 GRATIOT AVE",0,14.000000000000000,3003950,SANBORN,48021,6269,0,,1974,348.144911410717782,21,02-13-36-478-036,6794.306632000416357,3035,42.451828,-82.967066,1,rooftop,20919,"Gratiot Ave",,,Eastpointe,MI,"Macomb County",48021,US,Semcog
,3347706,0,840177,1.000000000000000,"30121 GROESBECK HWY",0,15.000000000000000,3037356,SANBORN,48066,16500,0,,1960,719.212353804053237,31,08-14-07-276-008,16754.287693545873481,3105,42.517688,-82.952191,1,rooftop,30121,"Groesbeck Hwy",,,Roseville,MI,"Macomb County",48066,US,Semcog
,3362461,0,840441,1.000000000000000,"31295 KENDALL",0,15.000000000000000,3022169,SANBORN,48026,17320,0,,1960,747.639174571335388,31,03-14-06-477-004,17898.066559608814714,3040,42.526334,-82.951015,1,rooftop,31295,Kendall,,,Fraser,MI,"Macomb County",48026,US,Semcog
,3371978,0,840615,1.000000000000000,"32001 GROESBECK HWY",0,14.000000000000000,3019359,SANBORN,48026,4408,0,,1963,468.533413694885382,23,03-14-05-177-016,6471.010122273716661,3040,42.532126,-82.941155,1,rooftop,32001,"Groesbeck Hwy",,,Fraser,MI,"Macomb County",48026,US,Semcog
,3381778,0,840805,1.000000000000000,"32775 GROESBECK HWY",0,11.000000000000000,3019377,SANBORN,48026,12000,0,,1980,825.974151872889479,33,03-14-05-202-021,11952.597428135830341,3040,42.536939,-82.937365,1,rooftop,32775,"Groesbeck Hwy",,,Fraser,MI,"Macomb County",48026,US,Semcog
,3399161,0,841136,1.000000000000000,"34918 VAN DYKE AVE",0,15.000000000000000,3110989,SANBORN,48312,2797,0,,1997,236.816070292945568,65,10-10-34-101-118,2899.484304119650005,3115,42.550455,-83.028175,1,rooftop,34918,"Van Dyke Ave",,,"Sterling Heights",MI,"Macomb County",48312,US,Semcog
,3399167,0,841137,1.000000000000000,"8100 15 MILE RD",0,10.000000000000000,3110977,SANBORN,48312,1252,0,,1993,210.233404631481278,21,10-10-34-101-001,2250.807257760348875,3115,42.550854,-83.028295,1,rooftop,8100,"15 Mile Rd",,,"Sterling Heights",MI,"Macomb County",48312,US,Macomb
,3401030,0,841181,1.000000000000000,"35720-35756 VAN DYKE AVE",0,15.000000000000000,3309352,SANBORN,48312,23800,0,,2005,782.038452870733295,21,10-10-27-300-046,23816.293479632098752,3115,42.55613,-83.028335,0.9,nearest_rooftop_match,35756,"Van Dyke Ave",,,"Sterling Heights",MI,"Macomb County",48312,US,Macomb
,3402977,0,841210,1.000000000000000,"35500-35598 MOUND RD",0,15.000000000000000,3105324,SANBORN,48310,92540,0,,1986,2231.934313320565707,31,10-10-28-351-001,92568.902234200286330,3115,42.554126,-83.047611,0.9,nearest_rooftop_match,35500,"Mound Rd",,,"Sterling Heights",MI,"Macomb County",48310,US,Macomb
,3402981,0,841211,1.000000000000000,"35470 BEATTIE DR",0,27.000000000000000,3105381,SANBORN,48312,15100,0,,1981,522.984712867700864,31,10-10-28-379-014,15127.539569749278598,3115,42.554573,-83.039561,1,rooftop,35470,"Beattie Dr",,,"Sterling Heights",MI,"Macomb County",48312,US,Macomb
,3407771,0,841317,1.000000000000000,"35134 GROESBECK HWY",0,15.000000000000000,3198764,SANBORN,48035,2918,0,,1999,237.093242620208827,65,16-11-28-377-058,2902.647526550261318,3030,42.554927,-82.922578,1,rooftop,35134,"Groesbeck Hwy",,,"Clinton Township",MI,"Macomb County",48035,US,Semcog
,3409163,0,841336,1.000000000000000,"35478-35520 GROESBECK HWY",0,15.000000000000000,3198959,SANBORN,48035,23297,0,,1985,1025.091073691937254,21,16-11-28-451-016,23846.398191598465928,3030,42.558195,-82.920139,0.9,nearest_rooftop_match,35520,"Groesbeck Hwy",,,"Clinton Township",MI,"Macomb County",48035,US,Macomb
,3414098,0,841445,1.000000000000000,"6833 CENTER DR",0,29.000000000000000,3105243,SEMCOG,48312,69714,0,,1998,1158.387154305871718,31,10-10-28-100-031,71493.850616029361845,3115,42.560744,-83.040074,1,rooftop,6833,"Center Dr",,,"Sterling Heights",MI,"Macomb County",48312,US,Macomb
,3900013,0,841640,1.000000000000000,"31256 FRASER DR",0,15.000000000000000,3022181,SANBORN,48026,8832,0,,1987,405.187864629313765,31,03-14-06-477-020,9525.517448514061471,3040,42.526037,-82.951326,1,rooftop,31256,"Fraser Dr",,,Fraser,MI,"Macomb County",48026,US,Macomb
,3900968,0,841664,1.000000000000000,"22231 GRATIOT AVE",0,11.000000000000000,3010977,SANBORN,48021,1800,0,,1953,222.530599216586751,21,02-14-31-104-044,1769.373312810861762,3035,42.46158,-82.960615,1,rooftop,22231,"Gratiot Ave",,,Eastpointe,MI,"Macomb County",48021,US,Semcog
,3900973,0,841666,1.000000000000000,"21543 GRATIOT AVE",0,12.000000000000000,3012235,SANBORN,48021,1200,0,,1958,162.170128580353605,21,02-14-31-303-017,1230.305392374673602,3035,42.456882,-82.963665,1,rooftop,21543,"Gratiot Ave",,,Eastpointe,MI,"Macomb County",48021,US,Semcog
,3900977,0,841667,1.000000000000000,"21301 GRATIOT AVE",0,11.000000000000000,3012269,SANBORN,48021,3023,0,,1947,173.811051531501533,21,02-14-31-305-018,1485.021072830340017,3035,42.454495,-82.965251,1,rooftop,21301,"Gratiot Ave",,,Eastpointe,MI,"Macomb County",48021,US,Semcog
,3929813,0,841989,1.000000000000000,"22033 KELLY RD",0,,3015155,NEARMAP,48021,1368,0,,1956,174.645870643182974,23,02-14-32-254-030,1669.800246902577101,3035,42.460597,-82.931918,1,rooftop,22033,"Kelly Rd",,,Eastpointe,MI,"Macomb County",48021,US,Macomb
,3338528,0,842070,1.000000000000000,"29456 GROESBECK HWY",0,22.000000000000000,3037532,SEMCOG,48066,103100,0,,1975,1463.724693746763705,31,08-14-07-452-036,103134.580123266161536,3105,42.511518,-82.954543,1,rooftop,29456,"Groesbeck Hwy",,,Roseville,MI,"Macomb County",48066,US,Semcog
,3093789,0,844019,1.000000000000000,"6331 METROPOLITAN PKWY",0,17.000000000000000,3098700,SANBORN,48312,12800,0,,1968,486.635769186142227,31,10-10-21-352-010,13141.058227534856996,3115,42.566261,-83.045145,1,rooftop,6331,"Metropolitan Pkwy",,,"Sterling Heights",MI,"Macomb County",48312,US,Macomb
,3237865,0,846729,1.000000000000000,"23402 DEQUINDRE RD",0,14.000000000000000,3152630,SANBORN,48091,12600,0,,1968,449.603283220502021,33,12-13-30-306-004,12602.286339661221064,3130,42.465744,-83.083519,1,rooftop,23402,"Dequindre Rd",,,Warren,MI,"Macomb County",48091,US,Semcog
,3249110,0,846917,1.000000000000000,"2100 CENTERWOOD DR",0,17.000000000000000,3152136,SANBORN,48091,13670,0,,1985,522.977359282809630,31,12-13-30-151-017,13573.064740669411549,3130,42.469695,-83.082213,1,rooftop,2100,"Centerwood Dr",,,Warren,MI,"Macomb County",48091,US,Semcog
,3252613,0,846981,1.000000000000000,"24331 SHERWOOD",0,29.000000000000000,3002293,SANBORN,48015,192400,0,,1965,2103.051963613778298,31,01-13-28-177-012,192438.794165777566377,3020,42.471087,-83.037335,1,rooftop,24331,Sherwood,,,"Center Line",MI,"Macomb County",48015,US,Semcog
,3274951,0,847398,1.000000000000000,"24802 GRATIOT AVE",0,14.000000000000000,3009184,SANBORN,48021,8110,0,,1995,430.765835398062450,21,02-14-30-230-019,8813.140227488787787,3035,42.478346,-82.948312,1,rooftop,24802,"Gratiot Ave",,,Eastpointe,MI,"Macomb County",48021,US,Semcog
,3347710,0,848689,1.000000000000000,"30435 GROESBECK HWY",0,12.000000000000000,3037358,SANBORN,48066,6400,0,,1972,476.823789434598950,31,08-14-07-276-012,6434.803222639431624,3105,42.518812,-82.951539,1,rooftop,30435,"Groesbeck Hwy",,,Roseville,MI,"Macomb County",48066,US,Semcog
,3362976,0,848955,1.000000000000000,"31401 GROESBECK HWY",0,14.000000000000000,3019887,SANBORN,48026,1312,0,,2003,222.733138011042854,65,03-14-05-352-015,2333.236781379812783,3040,42.527154,-82.945208,1,rooftop,31401,"Groesbeck Hwy",,,Fraser,MI,"Macomb County",48026,US,Semcog
,3369105,0,849059,1.000000000000000,"31521 UTICA RD",0,14.000000000000000,3019819,SANBORN,48026,4650,0,,1959,365.847446682711791,21,03-14-05-303-017,4844.940647744142552,3040,42.528772,-82.94774,1,rooftop,31521,"Utica Rd",,,Fraser,MI,"Macomb County",48026,US,Macomb
